Property_ID,City,State,Price,Size_in_Sqft,Owner_Verified,Legal_Issues,Fraud_Type,Property_Status,Listing_Age_Days,Transaction_Type,Seller_Type,Previous_Ownerships,Building_Age,Amenities_Available,Government_Approval_Status,Disputed_Ownership_Claims,Property_Tax_Paid_Status,Mortgage_Status,Listed_vs_Market_Price_Difference(%),Number_of_Complaints_Filed,Agent_Rating,Fraud_Probability_Score
PROP82226,Pune,Tamil Nadu,89162494,8512,Yes,Yes,Illegal Construction,For Rent,2218,Cash,Real Estate Agency,0,9,Yes,Pending,Yes,Pending,No Loan,30.219425963033174,8,4.9,0.11
PROP82227,Mumbai,West Bengal,14490956,9512,No,Yes,Overpricing,Sold,243,Cash,Real Estate Agency,1,60,Yes,Rejected,Yes,Pending,No Loan,-8.944648965629105,9,1.5,0.38
PROP82228,Delhi,Karnataka,1729006,3158,No,No,Duplicate Listing,Verified,1264,Installments,Real Estate Agency,0,70,Yes,Pending,Yes,Not Paid,Mortgaged,9.241345464635202,4,2.1,0.66
PROP82229,Delhi,Telangana,48101676,7050,Yes,Yes,Title Fraud,For Rent,3371,Cash,Individual,2,8,No,Pending,No,Pending,Mortgaged,24.245761314199747,7,3.1,0.82
PROP82230,Pune,Telangana,54542641,883,No,No,Fake Documents,Under Dispute,1783,Loan,Broker,3,14,Yes,Pending,Yes,Pending,Mortgaged,46.28645288131038,8,2.6,0.64
PROP82231,Chennai,Maharashtra,4295760,9593,Yes,No,Title Fraud,Under Dispute,1900,Installments,Real Estate Agency,5,82,Yes,Pending,No,Not Paid,Mortgaged,-7.364471943180444,1,3.8,0.59
PROP82232,Kolkata,Karnataka,42566006,7964,No,No,Overpricing,Verified,884,Cash,Individual,3,44,No,Rejected,Yes,Pending,Loan Cleared,6.9015224303984475,8,3.5,0.31
PROP82233,Kolkata,Maharashtra,71236778,3161,No,Yes,Illegal Construction,Verified,916,Installments,Broker,3,3,Yes,Rejected,Yes,Pending,Loan Cleared,-2.3140023700970573,10,1.8,0.61
PROP82234,Hyderabad,Tamil Nadu,55595298,7705,No,No,Illegal Construction,For Rent,1857,Cash,Broker,0,77,No,Approved,Yes,Not Paid,Loan Cleared,49.29983630741518,0,1.5,0.1
PROP82235,Bangalore,Tamil Nadu,55952699,521,Yes,Yes,Duplicate Listing,Under Dispute,1338,Installments,Real Estate Agency,2,16,No,Approved,Yes,Paid,No Loan,28.91617289758142,4,3.1,0.64
PROP82236,Mumbai,Delhi,31305230,5532,No,Yes,Illegal Construction,For Sale,1594,Installments,Real Estate Agency,3,43,No,Pending,Yes,Not Paid,Mortgaged,-5.130952522662728,5,4.8,0.53
PROP82237,Chennai,Delhi,87479926,2032,Yes,No,Duplicate Listing,For Rent,1440,Loan,Individual,5,79,No,Approved,No,Pending,Mortgaged,21.790782937233644,3,1.4,0.13
PROP82238,Ahmedabad,West Bengal,51268873,3444,Yes,Yes,Overpricing,For Rent,1207,Cash,Individual,0,57,No,Rejected,Yes,Paid,No Loan,23.773535404661253,0,3.9,0.04
PROP82239,Hyderabad,Maharashtra,45179744,5012,No,No,Title Fraud,For Rent,1225,Loan,Real Estate Agency,0,18,Yes,Pending,Yes,Pending,No Loan,-1.7630604507370222,7,4.5,0.17
PROP82240,Ahmedabad,Maharashtra,53625415,7316,No,Yes,Legitimate,Verified,1725,Cash,Individual,5,50,Yes,Approved,No,Not Paid,No Loan,43.22540277862879,4,2.4,0.21
PROP82241,Chennai,Maharashtra,40068871,5691,No,Yes,Illegal Construction,Sold,2079,Installments,Real Estate Agency,3,91,Yes,Approved,No,Paid,Mortgaged,27.994928295197084,7,4.5,0.29
PROP82242,Hyderabad,Delhi,31279799,8658,No,Yes,Legitimate,For Rent,143,Loan,Broker,1,62,Yes,Pending,No,Not Paid,Mortgaged,21.22834124673963,8,3.5,0.14
PROP82243,Pune,West Bengal,81870006,4353,Yes,Yes,Overpricing,Under Dispute,2160,Loan,Real Estate Agency,0,34,No,Pending,Yes,Not Paid,No Loan,44.61301104306496,0,4.6,0.94
PROP82244,Pune,Gujarat,21403261,4740,No,Yes,Overpricing,For Sale,497,Installments,Broker,1,94,Yes,Approved,No,Not Paid,Mortgaged,-2.9754760101871796,1,4.9,0.72
PROP82245,Kolkata,Karnataka,18828154,7978,Yes,Yes,Legitimate,For Sale,2231,Cash,Broker,1,65,Yes,Rejected,No,Pending,No Loan,39.55012481665136,7,3.0,0.72
PROP82246,Delhi,Delhi,74543527,2283,Yes,Yes,Title Fraud,For Sale,2317,Cash,Individual,4,25,No,Rejected,Yes,Not Paid,Loan Cleared,-13.56461434891179,6,4.8,0.88
PROP82247,Mumbai,West Bengal,87918361,9461,No,Yes,Title Fraud,Sold,2451,Installments,Individual,0,10,No,Approved,Yes,Pending,Loan Cleared,20.419257775940594,6,1.6,0.55
PROP82248,Kolkata,Karnataka,23112824,8538,Yes,No,Illegal Construction,Sold,3539,Cash,Real Estate Agency,1,43,Yes,Rejected,Yes,Paid,No Loan,-9.19667444543946,0,2.5,0.63
PROP82249,Ahmedabad,Telangana,34004396,9928,No,No,Title Fraud,Sold,2875,Installments,Real Estate Agency,4,38,Yes,Pending,Yes,Paid,Loan Cleared,34.825550715950506,7,2.4,0.4
PROP82250,Ahmedabad,Karnataka,41108921,2753,No,Yes,Illegal Construction,Under Dispute,1919,Installments,Individual,1,59,Yes,Pending,No,Not Paid,No Loan,11.414021686198183,5,4.3,0.27
PROP82251,Ahmedabad,West Bengal,80388415,9342,Yes,Yes,Legitimate,For Rent,1566,Cash,Individual,4,6,No,Rejected,Yes,Paid,No Loan,-8.12260165573427,10,4.4,0.19
PROP82252,Chennai,Karnataka,10679316,2811,Yes,Yes,Fake Documents,For Sale,1783,Installments,Broker,5,26,Yes,Rejected,No,Not Paid,No Loan,13.253638686775304,4,3.4,0.17
PROP82253,Kolkata,Tamil Nadu,35684235,3586,Yes,No,Overpricing,Verified,1069,Cash,Real Estate Agency,2,92,No,Approved,Yes,Pending,Loan Cleared,12.333341836799605,4,1.8,0.64
PROP82254,Delhi,Tamil Nadu,42435388,6427,Yes,Yes,Fake Documents,For Rent,3502,Installments,Individual,1,18,Yes,Pending,No,Not Paid,Mortgaged,40.240098570605184,10,1.0,0.3
PROP82255,Ahmedabad,West Bengal,82963808,997,No,Yes,Overpricing,Sold,1898,Cash,Individual,4,54,Yes,Rejected,Yes,Paid,Loan Cleared,-11.187256498334586,6,2.4,0.37
PROP82256,Kolkata,Maharashtra,78689992,5129,No,Yes,Overpricing,Sold,2848,Loan,Individual,1,57,Yes,Pending,No,Paid,Loan Cleared,33.18092845217143,0,2.8,0.82
PROP82257,Hyderabad,Maharashtra,18940226,4651,Yes,No,Title Fraud,For Sale,129,Cash,Individual,2,59,Yes,Approved,Yes,Paid,No Loan,5.911784819413917,3,2.0,0.59
PROP82258,Chennai,West Bengal,38906039,6570,Yes,Yes,Fake Documents,For Sale,1221,Loan,Real Estate Agency,1,99,No,Approved,Yes,Paid,Loan Cleared,3.7592107183555186,4,3.1,0.25
PROP82259,Mumbai,Maharashtra,42216306,5320,Yes,Yes,Title Fraud,Sold,3091,Cash,Broker,3,67,No,Rejected,Yes,Paid,No Loan,39.166768343260216,6,2.3,0.42
PROP82260,Mumbai,Karnataka,90439254,2004,No,Yes,Overpricing,Under Dispute,2711,Cash,Individual,3,89,No,Approved,No,Not Paid,Mortgaged,-8.294499119884286,1,2.1,0.69
PROP82261,Delhi,Maharashtra,26441960,6855,No,No,Fake Documents,For Rent,371,Cash,Broker,4,77,Yes,Approved,Yes,Not Paid,Mortgaged,-6.3879447081363665,2,1.2,0.4
PROP82262,Pune,Maharashtra,33180246,984,No,No,Illegal Construction,Sold,2706,Loan,Individual,1,11,Yes,Pending,Yes,Paid,Mortgaged,46.22924196506004,7,4.9,0.61
PROP82263,Chennai,West Bengal,91400108,6477,No,Yes,Illegal Construction,Under Dispute,2451,Installments,Individual,3,67,No,Approved,Yes,Not Paid,Loan Cleared,26.630205737112888,6,1.6,0.03
PROP82264,Chennai,Karnataka,18559985,717,Yes,No,Overpricing,Under Dispute,1502,Loan,Real Estate Agency,3,10,No,Approved,No,Not Paid,Loan Cleared,5.6170893084513835,6,3.5,0.73
PROP82265,Pune,Gujarat,51812654,5642,Yes,Yes,Duplicate Listing,For Rent,3389,Installments,Broker,4,73,No,Rejected,Yes,Pending,No Loan,-9.432057861068822,3,2.8,0.33
PROP82266,Ahmedabad,Maharashtra,30411272,3645,Yes,Yes,Overpricing,For Sale,670,Installments,Real Estate Agency,1,32,Yes,Approved,Yes,Not Paid,Mortgaged,-9.78490947612675,2,1.8,0.18
PROP82267,Pune,Maharashtra,27846265,9927,Yes,No,Overpricing,Sold,2445,Loan,Broker,1,52,Yes,Pending,No,Pending,Loan Cleared,45.25275789826543,3,4.5,0.17
PROP82268,Kolkata,Telangana,66024210,5495,Yes,No,Duplicate Listing,For Sale,1369,Cash,Individual,5,23,No,Rejected,Yes,Paid,Loan Cleared,-0.7305091183056902,2,4.4,0.47
PROP82269,Mumbai,West Bengal,80240955,2809,Yes,Yes,Overpricing,For Rent,1912,Cash,Individual,2,14,Yes,Rejected,Yes,Not Paid,Mortgaged,24.853969902980197,2,1.5,0.75
PROP82270,Mumbai,Karnataka,21956378,7124,No,No,Title Fraud,Sold,2240,Installments,Real Estate Agency,0,8,No,Approved,Yes,Pending,Loan Cleared,4.756052918476577,9,3.4,0.65
PROP82271,Hyderabad,Tamil Nadu,93511606,6186,No,Yes,Illegal Construction,For Rent,2847,Loan,Real Estate Agency,4,95,Yes,Pending,No,Pending,Loan Cleared,2.239332258678772,10,4.6,0.13
PROP82272,Kolkata,Maharashtra,89680596,7110,Yes,No,Title Fraud,Verified,239,Installments,Real Estate Agency,5,13,Yes,Approved,No,Pending,No Loan,24.410841684042886,5,2.8,0.08
PROP82273,Pune,Delhi,45537880,5507,Yes,Yes,Fake Documents,Verified,867,Installments,Real Estate Agency,5,47,No,Pending,Yes,Pending,Mortgaged,0.34223840013644846,1,2.8,0.7
PROP82274,Kolkata,West Bengal,76815347,6470,Yes,Yes,Fake Documents,For Rent,1580,Cash,Real Estate Agency,5,33,Yes,Rejected,Yes,Paid,Loan Cleared,-12.279391066717633,10,3.8,0.4
PROP82275,Bangalore,Delhi,56906803,8624,No,Yes,Overpricing,For Rent,1259,Installments,Real Estate Agency,0,27,No,Approved,Yes,Paid,Mortgaged,-14.256496480798386,8,3.8,0.09
PROP82276,Bangalore,Gujarat,28209753,9478,Yes,Yes,Title Fraud,For Rent,335,Loan,Broker,5,67,Yes,Approved,No,Paid,No Loan,38.33551993643045,6,4.6,0.05
PROP82277,Chennai,Maharashtra,68398896,8341,Yes,No,Duplicate Listing,For Rent,2050,Loan,Individual,3,9,Yes,Pending,No,Not Paid,Loan Cleared,34.76684135386583,7,4.3,0.58
PROP82278,Pune,West Bengal,83940334,9812,No,No,Illegal Construction,For Sale,2583,Installments,Broker,3,39,No,Approved,No,Not Paid,Loan Cleared,-1.6267946266856441,1,2.0,0.16
PROP82279,Kolkata,Maharashtra,61045499,594,Yes,No,Duplicate Listing,Sold,2199,Installments,Individual,2,41,No,Rejected,No,Paid,No Loan,49.5104193870562,10,1.7,0.61
PROP82280,Ahmedabad,West Bengal,14037116,9730,No,No,Fake Documents,Sold,3083,Cash,Real Estate Agency,0,3,No,Approved,No,Paid,Loan Cleared,5.682529011096584,7,2.7,0.37
PROP82281,Kolkata,West Bengal,10339185,4120,No,No,Legitimate,Under Dispute,2204,Cash,Individual,0,0,No,Rejected,Yes,Not Paid,Loan Cleared,45.688362049124876,8,1.3,0.14
PROP82282,Hyderabad,Telangana,72757107,5413,No,No,Fake Documents,Under Dispute,2271,Installments,Individual,5,15,No,Rejected,No,Paid,Loan Cleared,8.50042238696432,7,2.4,0.52
PROP82283,Pune,Maharashtra,73154601,9745,No,No,Fake Documents,For Sale,870,Loan,Real Estate Agency,2,81,No,Approved,Yes,Not Paid,Mortgaged,2.439552527402107,0,3.0,0.24
PROP82284,Kolkata,Delhi,48629855,2807,No,Yes,Overpricing,Sold,2183,Installments,Broker,2,34,No,Pending,No,Pending,Mortgaged,42.56052206581302,0,4.3,0.2
PROP82285,Ahmedabad,Delhi,37956541,4114,No,No,Fake Documents,For Rent,3298,Cash,Broker,3,30,Yes,Rejected,Yes,Pending,Mortgaged,16.720676456007048,4,4.1,0.54
PROP82286,Pune,West Bengal,2633893,8875,No,Yes,Duplicate Listing,Verified,2838,Installments,Broker,3,20,No,Pending,No,Pending,Mortgaged,48.8792524741347,8,3.8,0.36
PROP82287,Chennai,West Bengal,60028763,8917,Yes,Yes,Duplicate Listing,For Rent,2481,Cash,Individual,0,44,No,Pending,Yes,Not Paid,Mortgaged,11.54577065436774,9,4.7,0.68
PROP82288,Kolkata,Maharashtra,97814734,3512,No,Yes,Illegal Construction,Sold,3068,Cash,Broker,2,59,Yes,Rejected,No,Not Paid,No Loan,-14.428214110640766,9,2.7,0.84
PROP82289,Ahmedabad,Telangana,66536757,8401,No,Yes,Fake Documents,Verified,2823,Cash,Individual,3,96,No,Approved,No,Pending,Loan Cleared,44.80704032494876,6,4.0,0.33
PROP82290,Delhi,Maharashtra,4634952,7286,Yes,No,Legitimate,For Sale,1960,Loan,Real Estate Agency,5,83,Yes,Pending,No,Not Paid,Mortgaged,7.165312785976003,8,1.7,0.41
PROP82291,Ahmedabad,Delhi,35608533,7029,No,Yes,Legitimate,Verified,1152,Loan,Real Estate Agency,3,93,Yes,Approved,Yes,Not Paid,Mortgaged,-6.9144707737835525,3,3.9,0.92
PROP82292,Chennai,Telangana,44136737,7767,Yes,No,Overpricing,For Sale,2710,Loan,Individual,3,68,Yes,Approved,No,Not Paid,Mortgaged,21.542405283990917,10,1.4,0.77
PROP82293,Delhi,Karnataka,17485356,8813,Yes,No,Fake Documents,For Rent,2847,Cash,Broker,4,58,Yes,Pending,Yes,Paid,Mortgaged,39.26010108985679,1,1.2,0.45
PROP82294,Delhi,Maharashtra,87308648,9885,No,Yes,Duplicate Listing,Under Dispute,3174,Installments,Real Estate Agency,4,34,Yes,Rejected,Yes,Paid,No Loan,42.37402559495414,6,3.4,0.6
PROP82295,Mumbai,Delhi,83459028,5854,Yes,No,Fake Documents,Verified,1536,Installments,Real Estate Agency,0,84,Yes,Rejected,Yes,Not Paid,Loan Cleared,-16.434249418171518,7,2.7,0.0
PROP82296,Bangalore,Telangana,45471317,7440,Yes,No,Title Fraud,For Rent,315,Installments,Individual,1,33,Yes,Pending,Yes,Not Paid,No Loan,-7.604483122264751,10,1.7,0.03
PROP82297,Bangalore,Delhi,96918841,3302,No,Yes,Overpricing,Sold,976,Loan,Individual,4,79,No,Approved,No,Paid,No Loan,38.70066506751956,10,4.4,0.91
PROP82298,Kolkata,Delhi,9486895,2747,No,Yes,Legitimate,Under Dispute,2907,Loan,Real Estate Agency,5,65,No,Pending,No,Pending,Loan Cleared,22.789783835775566,10,3.5,0.07
PROP82299,Mumbai,Maharashtra,96891447,4587,Yes,Yes,Illegal Construction,For Sale,2120,Installments,Individual,2,96,No,Pending,Yes,Paid,Mortgaged,-3.263497540236994,0,3.4,0.51
PROP82300,Ahmedabad,Tamil Nadu,82306019,7483,Yes,Yes,Overpricing,For Rent,626,Loan,Individual,4,27,Yes,Rejected,No,Not Paid,Loan Cleared,-2.763424153172892,2,4.7,0.49
PROP82301,Pune,Telangana,24207327,1185,No,Yes,Legitimate,Sold,1076,Cash,Broker,4,42,No,Pending,Yes,Not Paid,No Loan,-17.54390029280018,8,1.3,0.01
PROP82302,Pune,Delhi,76177497,4597,No,Yes,Fake Documents,Verified,402,Cash,Individual,4,29,No,Pending,No,Pending,No Loan,-12.631053486297866,0,2.6,0.91
PROP82303,Pune,Maharashtra,71482629,612,No,No,Legitimate,Verified,3442,Installments,Broker,2,44,Yes,Approved,Yes,Paid,Loan Cleared,-12.357179985033017,0,3.2,0.65
PROP82304,Pune,Delhi,13016964,6725,Yes,Yes,Legitimate,Verified,1224,Installments,Real Estate Agency,4,77,Yes,Pending,Yes,Paid,Loan Cleared,-8.972380489757798,4,4.5,0.09
PROP82305,Hyderabad,Tamil Nadu,83548217,2669,No,No,Legitimate,For Rent,1823,Installments,Real Estate Agency,3,70,No,Approved,No,Not Paid,Mortgaged,28.369023719133494,3,2.9,0.54
PROP82306,Hyderabad,Gujarat,71349173,7305,No,Yes,Fake Documents,Sold,580,Installments,Real Estate Agency,4,56,Yes,Pending,Yes,Pending,No Loan,23.029746170471988,6,3.9,0.64
PROP82307,Kolkata,Gujarat,87871763,5780,No,No,Illegal Construction,For Sale,3311,Cash,Individual,5,80,No,Pending,Yes,Paid,Loan Cleared,2.8164187395623728,6,2.3,0.87
PROP82308,Pune,Telangana,91014830,8083,No,Yes,Illegal Construction,Verified,3268,Loan,Individual,0,37,Yes,Rejected,Yes,Not Paid,Loan Cleared,27.593704462300813,5,3.0,0.16
PROP82309,Kolkata,West Bengal,57540086,5794,No,No,Duplicate Listing,For Sale,3457,Loan,Broker,3,74,No,Rejected,Yes,Not Paid,Mortgaged,3.1250317321749073,8,4.6,0.87
PROP82310,Kolkata,Maharashtra,63157560,8695,Yes,No,Legitimate,For Rent,3584,Loan,Broker,1,14,Yes,Pending,Yes,Pending,No Loan,33.788127237358744,10,3.3,0.79
PROP82311,Delhi,Gujarat,2439841,956,Yes,No,Overpricing,For Rent,2789,Cash,Individual,1,52,No,Approved,Yes,Paid,No Loan,9.09881637674232,1,2.9,0.41
PROP82312,Ahmedabad,Telangana,39931610,4454,Yes,Yes,Fake Documents,For Sale,1165,Loan,Broker,2,47,No,Pending,Yes,Not Paid,No Loan,13.187590920674445,3,4.1,0.85
PROP82313,Delhi,Tamil Nadu,5906000,3642,Yes,Yes,Legitimate,Verified,2054,Cash,Broker,1,29,Yes,Rejected,No,Paid,Mortgaged,49.21518782800352,0,4.7,0.73
PROP82314,Hyderabad,Karnataka,48188882,5410,No,No,Illegal Construction,Verified,1755,Loan,Individual,5,15,Yes,Pending,No,Pending,No Loan,47.91792754231186,5,4.1,0.3
PROP82315,Kolkata,Karnataka,75755352,7115,Yes,Yes,Illegal Construction,Under Dispute,2187,Cash,Real Estate Agency,1,97,Yes,Rejected,Yes,Pending,Mortgaged,35.338489879696766,8,2.3,0.48
PROP82316,Pune,Telangana,40379484,4101,Yes,No,Duplicate Listing,Sold,2105,Installments,Broker,5,40,No,Approved,Yes,Pending,Loan Cleared,-4.126830880404279,3,4.5,0.8
PROP82317,Delhi,Tamil Nadu,41666599,8480,Yes,No,Illegal Construction,For Rent,3044,Cash,Broker,3,6,No,Rejected,No,Pending,No Loan,31.508698793976784,7,3.3,0.54
PROP82318,Ahmedabad,Delhi,97702702,2904,No,No,Illegal Construction,Sold,2260,Installments,Real Estate Agency,4,32,No,Approved,No,Not Paid,No Loan,30.19748816436146,8,4.5,0.26
PROP82319,Bangalore,Karnataka,5971964,8781,Yes,Yes,Overpricing,Verified,169,Installments,Broker,1,88,No,Rejected,Yes,Pending,Mortgaged,49.069885848719295,9,1.7,0.08
PROP82320,Ahmedabad,Maharashtra,72946136,2026,No,No,Legitimate,Sold,451,Cash,Real Estate Agency,4,78,Yes,Pending,No,Not Paid,Loan Cleared,3.9237618595590575,8,2.9,0.01
PROP82321,Ahmedabad,Tamil Nadu,54217648,4460,Yes,No,Legitimate,Under Dispute,149,Cash,Broker,3,12,Yes,Rejected,No,Pending,No Loan,11.012497181933448,5,1.9,0.17
PROP82322,Mumbai,Karnataka,73935779,2237,No,Yes,Title Fraud,Sold,2330,Cash,Real Estate Agency,0,48,No,Pending,Yes,Paid,Loan Cleared,-11.486381759816398,2,1.9,0.96
PROP82323,Kolkata,Telangana,68840301,7940,Yes,Yes,Duplicate Listing,Under Dispute,3148,Loan,Broker,1,67,Yes,Pending,Yes,Not Paid,Mortgaged,4.9603563410196045,9,1.2,0.75
PROP82324,Chennai,West Bengal,72270033,9233,No,No,Legitimate,Under Dispute,3641,Installments,Broker,2,64,Yes,Rejected,No,Paid,Loan Cleared,46.31571488375958,5,2.7,0.98
PROP82325,Mumbai,Maharashtra,42728105,3558,No,No,Illegal Construction,Verified,2101,Installments,Individual,4,27,No,Approved,No,Paid,Mortgaged,-3.9620986724844514,10,1.6,0.67
PROP82326,Ahmedabad,Karnataka,17354386,3316,No,No,Fake Documents,Verified,2386,Loan,Real Estate Agency,0,37,Yes,Approved,Yes,Pending,Mortgaged,14.589736696913782,1,3.0,0.37
PROP82327,Delhi,Gujarat,41340710,2526,No,No,Legitimate,For Rent,1499,Installments,Broker,2,17,No,Approved,Yes,Pending,Mortgaged,24.57888746967047,3,3.7,0.03
PROP82328,Delhi,Karnataka,52187003,9814,No,No,Duplicate Listing,For Rent,3090,Installments,Broker,2,57,No,Pending,No,Not Paid,No Loan,-2.3458404651573126,1,1.3,0.36
PROP82329,Delhi,Telangana,60049062,1061,No,Yes,Duplicate Listing,Verified,2487,Installments,Real Estate Agency,4,99,Yes,Pending,No,Paid,Mortgaged,9.014295243230869,6,3.8,0.41
PROP82330,Hyderabad,Karnataka,47839917,7141,Yes,No,Overpricing,Verified,3568,Installments,Broker,4,57,Yes,Pending,Yes,Paid,Mortgaged,21.486021647908437,3,1.5,0.86
PROP82331,Ahmedabad,Delhi,76186036,4352,Yes,Yes,Fake Documents,For Rent,1975,Cash,Individual,3,52,No,Approved,No,Paid,Loan Cleared,9.234505687396599,6,3.3,0.39
PROP82332,Ahmedabad,Gujarat,96373640,7167,No,Yes,Legitimate,Sold,2837,Installments,Broker,3,18,No,Pending,Yes,Not Paid,Mortgaged,0.00147271448251729,10,2.5,0.63
PROP82333,Pune,Tamil Nadu,63485527,4544,No,No,Illegal Construction,Verified,493,Installments,Broker,1,85,Yes,Rejected,Yes,Not Paid,No Loan,42.68374606531044,6,4.9,0.06
PROP82334,Chennai,Karnataka,94515171,4250,No,No,Legitimate,Verified,416,Loan,Individual,1,77,No,Rejected,No,Not Paid,No Loan,-19.866202919752567,3,3.8,0.62
PROP82335,Ahmedabad,Telangana,80054845,2438,Yes,No,Fake Documents,Verified,2711,Cash,Individual,5,59,No,Rejected,No,Pending,Mortgaged,-11.94351146855195,6,2.0,0.05
PROP82336,Pune,West Bengal,33731685,4490,No,Yes,Overpricing,Sold,1969,Cash,Broker,5,51,No,Rejected,Yes,Pending,No Loan,33.71780228837461,0,4.2,0.21
PROP82337,Bangalore,West Bengal,97768001,5179,No,Yes,Legitimate,For Rent,265,Installments,Individual,0,88,No,Approved,Yes,Not Paid,No Loan,19.99816488530781,4,1.9,0.84
PROP82338,Bangalore,Gujarat,87929145,4637,Yes,Yes,Legitimate,Verified,1068,Installments,Real Estate Agency,3,51,Yes,Pending,Yes,Pending,Mortgaged,32.85980046438554,0,3.0,0.81
PROP82339,Kolkata,West Bengal,5009093,1240,No,No,Title Fraud,For Sale,2123,Cash,Individual,3,62,No,Pending,No,Not Paid,Loan Cleared,34.60515140706702,0,4.8,0.99
PROP82340,Chennai,Karnataka,59763712,3314,No,No,Duplicate Listing,For Rent,995,Installments,Individual,5,98,No,Approved,Yes,Paid,Mortgaged,25.409980097368425,2,2.7,0.58
PROP82341,Bangalore,Maharashtra,58848422,2179,No,Yes,Duplicate Listing,For Rent,1286,Installments,Real Estate Agency,1,27,Yes,Rejected,No,Pending,Loan Cleared,17.359975425384313,5,2.1,0.19
PROP82342,Bangalore,West Bengal,1498342,2916,No,No,Illegal Construction,For Rent,2770,Cash,Broker,4,95,No,Rejected,No,Not Paid,No Loan,-10.02730320025467,9,4.4,0.78
PROP82343,Mumbai,Telangana,14321095,5887,No,No,Illegal Construction,For Sale,3277,Installments,Real Estate Agency,1,98,No,Approved,Yes,Paid,No Loan,-4.111018150226153,10,1.8,0.6
PROP82344,Bangalore,Gujarat,9958556,1626,Yes,Yes,Illegal Construction,For Rent,847,Loan,Broker,4,70,Yes,Rejected,No,Not Paid,Loan Cleared,26.71933038214364,6,3.0,0.27
PROP82345,Delhi,Telangana,21613345,7538,No,Yes,Duplicate Listing,Sold,306,Loan,Broker,5,39,Yes,Rejected,Yes,Paid,Mortgaged,-16.52520449617256,1,5.0,0.53
PROP82346,Chennai,Gujarat,92872598,3168,Yes,No,Illegal Construction,Under Dispute,2515,Loan,Individual,2,51,No,Rejected,No,Paid,No Loan,-5.165650989136925,2,4.6,0.91
PROP82347,Kolkata,Telangana,99501479,8847,No,No,Title Fraud,Under Dispute,3303,Loan,Real Estate Agency,5,0,No,Pending,No,Pending,Loan Cleared,-13.134064017575737,1,2.8,0.35
PROP82348,Delhi,Karnataka,38561328,1350,No,Yes,Illegal Construction,Under Dispute,2876,Loan,Broker,4,14,Yes,Rejected,Yes,Not Paid,No Loan,1.657480520300794,2,4.3,0.51
PROP82349,Chennai,Tamil Nadu,13545644,8178,Yes,No,Duplicate Listing,For Rent,1804,Cash,Individual,0,53,No,Approved,Yes,Not Paid,Mortgaged,-19.72685966154587,2,3.6,0.72
PROP82350,Pune,Delhi,72374821,3270,No,No,Title Fraud,Sold,1052,Installments,Broker,3,84,Yes,Approved,Yes,Pending,No Loan,37.845631978661984,2,2.5,0.63
PROP82351,Delhi,Tamil Nadu,10967279,7906,Yes,No,Overpricing,Under Dispute,1278,Installments,Individual,4,63,No,Rejected,Yes,Not Paid,No Loan,39.501009306563134,8,1.3,0.92
PROP82352,Mumbai,Telangana,77322858,8906,Yes,Yes,Overpricing,Under Dispute,2256,Loan,Real Estate Agency,0,10,Yes,Pending,Yes,Not Paid,No Loan,17.51498182391343,0,2.2,0.64
PROP82353,Delhi,Maharashtra,32092337,963,Yes,Yes,Duplicate Listing,Sold,355,Cash,Broker,0,22,No,Rejected,Yes,Pending,Mortgaged,46.77821994992756,8,3.1,0.33
PROP82354,Ahmedabad,Tamil Nadu,7208853,720,No,Yes,Illegal Construction,Under Dispute,997,Cash,Real Estate Agency,0,28,Yes,Rejected,Yes,Pending,No Loan,-12.16153232716863,9,3.7,0.8
PROP82355,Kolkata,Maharashtra,77615929,2957,No,Yes,Overpricing,Under Dispute,2052,Cash,Real Estate Agency,5,92,Yes,Approved,Yes,Pending,Mortgaged,27.993955264922164,9,1.1,0.95
PROP82356,Hyderabad,Tamil Nadu,24448589,7087,No,Yes,Overpricing,Verified,1207,Loan,Real Estate Agency,5,76,Yes,Rejected,No,Pending,Loan Cleared,0.8509360120091856,9,2.5,0.28
PROP82357,Mumbai,Karnataka,58221253,8257,No,Yes,Fake Documents,Sold,2412,Installments,Real Estate Agency,5,4,No,Rejected,Yes,Not Paid,Mortgaged,5.457962628302212,4,3.5,0.1
PROP82358,Kolkata,Tamil Nadu,61276419,5513,No,Yes,Duplicate Listing,Verified,2154,Installments,Broker,5,55,Yes,Rejected,No,Not Paid,Loan Cleared,16.11759176420074,2,4.7,0.56
PROP82359,Bangalore,Tamil Nadu,99128901,2400,No,No,Legitimate,Verified,3098,Cash,Individual,5,24,No,Rejected,No,Paid,No Loan,-11.761992759251067,6,2.4,0.89
PROP82360,Mumbai,Gujarat,18049474,8768,No,Yes,Overpricing,For Sale,2341,Cash,Broker,5,23,Yes,Approved,Yes,Not Paid,Mortgaged,14.240677619433512,1,1.4,0.15
PROP82361,Bangalore,West Bengal,76883780,7024,Yes,Yes,Duplicate Listing,For Sale,1646,Cash,Individual,4,7,No,Approved,No,Not Paid,No Loan,32.48479704745773,10,4.5,0.17
PROP82362,Delhi,Telangana,61128264,844,No,Yes,Illegal Construction,Verified,3074,Cash,Individual,5,32,No,Pending,Yes,Paid,Loan Cleared,42.66135659681361,9,2.6,0.89
PROP82363,Kolkata,Delhi,47583092,5214,Yes,No,Legitimate,For Rent,2386,Cash,Individual,3,37,Yes,Pending,Yes,Pending,Mortgaged,30.810024592795514,4,4.9,0.87
